股票代码,market_code,所属概念数量,所属概念,code
600516.SH,17,18,石墨电极;碳纤维;石墨烯;工业互联网;西部大开发;参股银行;核电;人工智能;钠离子电池;可控核聚变;锂电池概念;固态电池;沪股通;融资融券;超级电容;第三代半导体;光纤概念;宁德时代概念,600516
688327.SH,17,40,华为欧拉;ChatGPT概念;多模态AI;虚拟数字人;云计算;华为昇腾;数据确权;智慧政务;AIGC概念;人脸识别;信创;AI应用;鸿蒙概念;AI智能体;算力租赁;元宇宙;网络安全;区块链;智慧城市;DeepSeek概念;跨境支付(CIPS);互联网金融;人工智能;无人零售;车联网(车路协同);东数西算(算力);机器视觉;智能医疗;华为概念;智能电网;机器人概念;人形机器人;AI PC;养老概念;无人驾驶;专精特新;无人机;芯片概念;沪股通;融资融券,688327
688816.SH,17,6,注册制次新股;高端装备;机器视觉;科创次新股;新股与次新股;融资融券,688816
688238.SH,17,9,细胞免疫治疗;智能医疗;CRO概念;基因测序;重组蛋白;人工智能;上海自贸区;专精特新;融资融券,688238
000158.SZ,33,39,华为盘古;智谱AI;智慧政务;ERP概念;华为鲲鹏;云计算;华为昇腾;数据安全;信创;网络安全;数据确权;鸿蒙概念;AI应用;区块链;百度概念;抖音概念(字节概念);国资云;腾讯概念;阿里巴巴概念;互联网金融;算力租赁;DeepSeek概念;智慧城市;车联网(车路协同);数字经济;人工智能;东数西算(算力);华为概念;工业互联网;京津冀一体化;数据中心(AIDC);充电桩;参股银行;国企改革;物业管理;冷链物流;绿色电力;深股通;融资融券,000158
601319.SH,17,6,同花顺中特估100;中字头股票;蚂蚁集团概念;国企改革;融资融券;沪股通,601319
600668.SH,17,12,医药电商;水泥概念;眼科医疗;仿制药一致性评价;创新药;养老概念;猴痘概念;国企改革;绿色电力;核电;2025年报预增;融资融券,600668
603108.SH,17,15,华为盘古;AI智能体;AI应用;AIGC概念;DeepSeek概念;人工智能;智能医疗;华为概念;创投;医疗器械概念;猴痘概念;国企改革;幽门螺杆菌概念;沪股通;融资融券,603108
603392.SH,17,10,生物疫苗;猴痘概念;流感;幽门螺杆菌概念;创新药;智能医疗;DeepSeek概念;同花顺漂亮100;融资融券;沪股通,603392
002841.SZ,33,20,AI应用;人工智能;DeepSeek概念;星闪概念;车联网(车路协同);AIGC概念;智能家居;在线教育;家用电器;智慧政务;机器人概念;云办公;智能座舱;小米概念;物业管理;智能穿戴;AI眼镜;汽车电子;深股通;融资融券,002841
301231.SZ,33,16,AI视频;短剧游戏;ChatGPT概念;在线教育;AIGC概念;文化传媒概念;AI应用;阿里巴巴概念;AI智能体;IP经济(谷子经济);DeepSeek概念;人工智能;跨境电商;三胎概念;西部大开发;融资融券,301231
300541.SZ,33,36,云计算;Web3.0;数据安全;数据确权;华为昇腾;华为鲲鹏;智慧政务;信创;阿里巴巴概念;华为盘古;数据要素;腾讯概念;AI智能体;快手概念;抖音概念(字节概念);鸿蒙概念;AI应用;数字货币;区块链;蚂蚁集团概念;数字经济;DeepSeek概念;ETC;人工智能;互联网金融;跨境支付(CIPS);NFT概念;独角兽概念;数据中心(AIDC);华为概念;英伟达概念;无人驾驶;智能物流;烟草;2025年报预增;深股通,300541
600633.SH,17,41,算力租赁;多模态AI;云计算;华为昇腾;数据确权;智慧政务;AI视频;百度概念;区块链;AI智能体;阿里巴巴概念;腾讯概念;AIGC概念;AI应用;鸿蒙概念;数据要素;NFT概念;手机游戏;东数西算(算力);元宇宙;电子竞技;DeepSeek概念;网络游戏;数字经济;智慧城市;人工智能;智能医疗;独角兽概念;文化传媒概念;数据中心(AIDC);华为概念;创投;养老概念;体育产业;旅游概念;共同富裕示范区;绿色电力;国企改革;证金持股;沪股通;融资融券,600633
300511.SZ,33,7,人造肉;农业种植;乡村振兴;一带一路;NMN概念;细胞免疫治疗;股权转让(并购重组),300511
688267.SH,17,5,人民币贬值受益;专精特新;环氧丙烷;沪股通;融资融券,688267
002545.SZ,33,8,化肥;一带一路;风电;2025年报预增;特高压;智能电网;深股通;融资融券,002545
000039.SZ,33,29,风电;可燃冰;核电;储能;数据中心(AIDC);氢能源;海工装备;雄安新区;粤港澳大湾区;一带一路;物联网;智谱AI;人工智能;统一大市场;工业互联网;商业航天;DeepSeek概念;冷链物流;AI应用;智能物流;天然气;航运概念;参股券商;机器视觉;机器人概念;无人驾驶;同花顺出海50;深股通;融资融券,000039
002399.SZ,33,6,生物疫苗;创新药;CRO概念;人民币贬值受益;深股通;融资融券,002399
300818.SZ,33,6,高端装备;人民币贬值受益;专精特新;一带一路;宁德时代概念;深股通,300818
300685.SZ,33,9,创新药;基因测序;医疗器械概念;智能医疗;福建自贸区;海峡两岸;深股通;专精特新;融资融券,300685
300061.SZ,33,16,互联网保险;智慧政务;蚂蚁集团概念;网络安全;AI应用;云计算;抖音概念(字节概念);阿里巴巴概念;腾讯概念;数据要素;数字经济;华为概念;东数西算(算力);融资融券;深股通;股权转让(并购重组),300061
601388.SH,17,8,金属回收;汽车拆解概念;固废处理;2025年报预增;人民币贬值受益;海峡两岸;融资融券;沪股通,601388
688259.SH,17,9,星闪概念;芯片概念;机器人概念;WiFi 6;人形机器人;阿里巴巴概念;电力物联网;智能电网;融资融券,688259
002317.SZ,33,20,禽流感;猴痘概念;减肥药;幽门螺杆菌概念;肝炎概念;流感;辅助生殖;仿制药一致性评价;创新药;医药电商;眼科医疗;维生素;NMN概念;智能医疗;医疗器械概念;养老概念;数字经济;粤港澳大湾区;深股通;融资融券,002317
603400.SH,17,10,机器人概念;新能源汽车;消费电子概念;人民币贬值受益;汽车电子;智能家居;充电桩;储能;锂电池概念;融资融券,603400
300946.SZ,33,10,工业母机;人形机器人;新型工业化;机器人概念;高端装备;专精特新;海峡两岸;跨境电商;深股通;融资融券,300946
301200.SZ,33,7,PCB概念;先进封装;工业母机;2025年报预增;高端装备;深股通;融资融券,301200
002026.SZ,33,20,工业母机;新能源汽车;新型工业化;高端装备;机器人概念;军工;大飞机;小米概念;智能物流;家用电器;换电概念;充电桩;锂电池概念;储能;固态电池;创投;一带一路;深股通;股权转让(并购重组);融资融券,002026
605086.SH,17,6,海峡两岸;创投;国企改革;锂电池概念;沪股通;股权转让(并购重组),605086
300046.SZ,33,14,第三代半导体;芯片概念;光伏概念;专精特新;特高压;柔性直流输电;充电桩;储能;2025年报预增;海工装备;国企改革;股权转让(并购重组);深股通;融资融券,300046
002467.SZ,33,28,云办公;Web3.0;云计算;网络安全;智慧政务;信创;语音技术;腾讯概念;AIGC概念;区块链;阿里巴巴概念;虚拟数字人;元宇宙;鸿蒙概念;在线教育;AI智能体;数字经济;数据中心(AIDC);虚拟现实;人工智能;物联网;DeepSeek概念;低空经济;小米概念;网红经济;一带一路;融资融券;深股通,002467
002533.SZ,33,26,智能电网;柔性直流输电;核电;风电;充电桩;水利;特高压;雅下水电概念;超导概念;储能;一带一路;数据中心(AIDC);长安汽车概念;华为概念;高压快充;可控核聚变;机器人概念;高铁;比亚迪概念;新能源汽车;光伏概念;特斯拉概念;冷链物流;高股息精选;深股通;融资融券,002533
603703.SH,17,10,卫星导航;商业航天;5G;量子科技;车联网(车路协同);数据中心(AIDC);家用电器;铜缆高速连接;光纤概念;沪股通,603703
300663.SZ,33,48,财税数字化;华为盘古;无人零售;数字货币;Web3.0;化债概念(AMC概念);跨境支付(CIPS);移动支付;AI应用;华为欧拉;互联网金融;虚拟数字人;数据确权;数字乡村;鸿蒙概念;智谱AI;数据要素;区块链;华为鲲鹏;AI智能体;蚂蚁集团概念;乡村振兴;智慧城市;脑机接口;数字经济;电子身份证;信创;数据安全;网络安全;DeepSeek概念;京津冀一体化;人工智能;百度概念;云计算;腾讯概念;阿里巴巴概念;创投;物联网;华为昇腾;量子科技;华为概念;商业航天;小米概念;东数西算(算力);数据中心(AIDC);芯片概念;深股通;融资融券,300663
300310.SZ,33,22,信创;车联网(车路协同);AIGC概念;AI智能体;物联网;智慧灯杆;低空经济;机器人概念;DeepSeek概念;工业互联网;华为概念;算力租赁;数据中心(AIDC);充电桩;5G;创投;粤港澳大湾区;储能;光伏概念;共封装光学(CPO);深股通;融资融券,300310
300993.SZ,33,5,跨境电商;露营经济;智能物流;建筑节能;融资融券,300993
300665.SZ,33,14,有机硅概念;新型城镇化;专精特新;光伏概念;光伏建筑一体化;农业种植;高铁;水利;地下管网;核电;一带一路;新能源汽车;风电;股权转让(并购重组),300665
002197.SZ,33,39,云计算;算力租赁;数据安全;网络安全;智慧政务;信创;数字水印;鸿蒙概念;数据要素;腾讯概念;区块链;ChatGPT概念;阿里巴巴概念;抖音概念(字节概念);百度概念;AI应用;东数西算(算力);智慧城市;数字货币;互联网金融;数字经济;DeepSeek概念;移动支付;职业教育;智慧灯杆;人工智能;NFT概念;华为概念;数据中心(AIDC);智能医疗;垃圾分类;粤港澳大湾区;充电桩;机器人概念;乡村振兴;芯片概念;钠离子电池;深股通;摘帽,002197
300737.SZ,33,9,光伏建筑一体化;新型城镇化;核电;海峡两岸;一带一路;水利;商业航天;融资融券;深股通,300737
603088.SH,17,21,液冷服务器;数据中心(AIDC);专精特新;小米概念;汽车热管理;空气能热泵;比亚迪概念;新型工业化;芯片概念;新能源汽车;高端装备;机器人概念;工业母机;特斯拉概念;宁德时代概念;锂电池概念;氢能源;动力电池回收;国企改革;沪股通;融资融券,603088
300845.SZ,33,15,机器视觉;高铁;专精特新;元宇宙;数字孪生;虚拟现实;军工信息化;车联网(车路协同);职业教育;军工;人工智能;军民融合;一带一路;航空发动机;大飞机,300845
301216.SZ,33,9,PEEK材料;减速器;人形机器人;机器人概念;一带一路;3D打印;光伏概念;深股通;融资融券,301216
000166.SZ,33,8,期货概念;证金持股;国企改革;西部大开发;新疆振兴;深股通;融资融券;2025年报预增,000166
603819.SH,17,4,安防;新能源汽车;风电;股权转让(并购重组),603819
600998.SH,17,23,高股息精选;医药电商;仿制药一致性评价;流感;创新药;冷链物流;医美概念;医疗器械概念;基因测序;智能医疗;智能物流;创投;绿色电力;AI应用;DeepSeek概念;人工智能;AI智能体;脑机接口;沪股通;融资融券;阿里巴巴概念;腾讯概念;机器人概念,600998
688390.SH,17,7,虚拟电厂;智能电网;储能;光伏概念;光伏建筑一体化;沪股通;融资融券,688390
300334.SZ,33,6,净水概念;垃圾分类;污水处理;雄安新区;PPP概念;京津冀一体化,300334
920005.BJ,151,9,智能穿戴;AI眼镜;海峡两岸;专精特新;消费电子概念;汽车热管理;新股与次新股;融资融券;新能源汽车,920005
002009.SZ,33,30,新型工业化;人形机器人;无人零售;长安汽车概念;华为汽车;机器人概念;智能物流;车联网(车路协同);工业互联网;无人驾驶;垃圾分类;特斯拉概念;新能源汽车;脑机接口;腾讯概念;比亚迪概念;汽车拆解概念;固废处理;风电;储能;光伏概念;金属回收;锂电池概念;动力电池回收;富士康概念;金属镍;金属钴;小金属概念;深股通;融资融券,002009
003038.SZ,33,10,低空经济;金属回收;飞行汽车(eVTOL);专精特新;新能源汽车;人形机器人;储能;风电;光伏概念;绿色电力,003038
688114.SH,17,9,基因测序;脑机接口;智能医疗;AI智能体;合成生物;机器人概念;医疗器械概念;沪股通;融资融券,688114
601990.SH,17,5,期货概念;国企改革;创投;沪股通;融资融券,601990
301320.SZ,33,15,物联网;无人机;智能家居;人工智能;语音技术;鸿蒙概念;小米概念;机器人概念;新型工业化;医疗器械概念;跨境电商;养老概念;汽车电子;PCB概念;融资融券,301320
603171.SH,17,20,财税数字化;ChatGPT概念;华为鲲鹏;AIGC概念;智慧政务;云计算;信创;鸿蒙概念;AI应用;数据要素;AI智能体;阿里巴巴概念;蚂蚁集团概念;数字经济;DeepSeek概念;人工智能;智慧城市;中国AI 50;融资融券;沪股通,603171
002773.SZ,33,8,创新药;阿尔茨海默概念;眼科医疗;合成生物;医疗器械概念;西部大开发;深股通;融资融券,002773
000792.SZ,33,17,盐湖提锂;小金属概念;化肥;锂电池概念;同花顺漂亮100;西部大开发;特色小镇;2025年报预增;储能;国企改革;央企国企改革;旅游概念;比亚迪概念;新能源汽车;融资融券;深股通;股权转让(并购重组),000792
000778.SZ,33,15,地下管网;特钢概念;央企国企改革;PPP概念;国企改革;参股银行;水利;京津冀一体化;钒电池;核电;小金属概念;2025年报预增;储能;深股通;融资融券,000778
688235.SH,17,5,创新药;同花顺出海50;人民币贬值受益;沪股通;融资融券,688235
920207.BJ,151,34,机器人概念;数据中心(AIDC);人形机器人;乡村振兴;数字乡村;AI应用;AI智能体;融资融券;虚拟现实;网络安全;空间计算;鸿蒙概念;芯片概念;智能医疗;虚拟数字人;职业教育;东数西算(算力);智慧政务;人工智能;数字孪生;信创;数字经济;数据要素;DeepSeek概念;华为概念;AIGC概念;智慧城市;云计算;数据安全;华为鲲鹏;多模态AI;专精特新;华为昇腾;元宇宙,920207
600196.SH,17,21,生物疫苗;创新药;仿制药一致性评价;阿尔茨海默概念;青蒿素;流感;减肥药;细胞免疫治疗;猴痘概念;辅助生殖;证金持股;民营医院;医美概念;家庭医生;智能医疗;医疗器械概念;DeepSeek概念;AI智能体;机器人概念;沪股通;融资融券,600196
688152.SH,17,17,华为欧拉;云办公;华为鲲鹏;信创;数据安全;云计算;网络安全;国产操作系统;DeepSeek概念;智能电网;华为概念;机器人概念;专精特新;商业航天;人形机器人;养老概念;融资融券,688152
300250.SZ,33,25,华为鲲鹏;云办公;数据安全;信创;智慧政务;网络安全;Web3.0;鸿蒙概念;AI智能体;数字乡村;AI应用;东数西算(算力);数字经济;物联网;人工智能;虚拟现实;华为概念;工业互联网;卫星导航;智能家居;5G;WiFi 6;共同富裕示范区;F5G概念;深股通,300250
300233.SZ,33,18,眼科医疗;工业大麻;创新药;维生素;合成生物;医药电商;仿制药一致性评价;肝炎概念;流感;辅助生殖;转基因;医疗器械概念;智能医疗;专精特新;新型烟草(电子烟);2026一季报预增;融资融券;深股通,300233
600319.SH,17,3,钒电池;国企改革;储能,600319
301110.SZ,33,13,小红书概念;抖音概念(字节概念);阿里巴巴概念;数据要素;AI应用;AI智能体;跨境电商;人工智能;三胎概念;宠物经济;2026一季报预增;深股通;融资融券,301110
300830.SZ,33,35,智谱AI;多模态AI;华为鲲鹏;ChatGPT概念;智慧政务;信创;AI智能体;数据要素;鸿蒙概念;百度概念;AI应用;区块链;人脸识别;电力物联网;数字经济;军工信息化;人工智能;DeepSeek概念;互联网金融;车联网(车路协同);职业教育;工业互联网;华为概念;智能电网;军工;换电概念;新型工业化;充电桩;核电;虚拟电厂;特高压;风电;碳交易;超超临界发电;深股通,300830
600021.SH,17,14,超超临界发电;虚拟电厂;碳交易;绿色电力;风电;央企国企改革;核电;储能;证金持股;沪股通;融资融券;国企改革;氢能源;一带一路,600021
603178.SH,17,14,减速器;汽车热管理;飞行汽车(eVTOL);机器人概念;低空经济;长安汽车概念;共同富裕示范区;数字经济;无人驾驶;华为汽车;新能源汽车;比亚迪概念;融资融券;沪股通,603178
301396.SZ,33,31,算力租赁;东数西算(算力);云计算;财税数字化;多模态AI;数据中心(AIDC);腾讯概念;智慧政务;信创;ChatGPT概念;AI智能体;数据要素;空间计算;AI应用;DeepSeek概念;华为概念;智慧城市;安防;数字经济;MR(混合现实);物联网;智能医疗;职业教育;人工智能;专精特新;新型城镇化;乡村振兴;旅游概念;智能物流;深股通;融资融券,301396
603936.SH,17,28,先进封装;存储芯片;PCB概念;共封装光学(CPO);第三代半导体;MiniLED;苹果概念;6G概念;消费电子概念;汽车电子;5G;AI PC;液冷服务器;EDR概念;智能穿戴;商业航天;卫星导航;数据中心(AIDC);比亚迪概念;无人驾驶;新能源汽车;华为概念;军工;充电桩;机器人概念;物联网;沪股通;融资融券,603936
300111.SZ,33,4,幽门螺杆菌概念;流感;深股通;股权转让(并购重组),300111
300496.SZ,33,57,MLOps概念;华为欧拉;多模态AI;ChatGPT概念;国产操作系统;元宇宙;AI智能体;AI应用;鸿蒙概念;AIGC概念;语音技术;虚拟数字人;百度概念;区块链;车联网(车路协同);抖音概念(字节概念);阿里巴巴概念;腾讯概念;人形机器人;DeepSeek概念;数字经济;机器视觉;虚拟现实;长安汽车概念;人工智能;智能音箱;智能座舱;物联网;中国AI 50;新型工业化;华为汽车;东数西算(算力);机器人概念;独角兽概念;华为概念;英伟达概念;低空经济;智能电网;小米汽车;智能医疗;无人驾驶;MR(混合现实);智能家居;AI PC;小米概念;无人机;传感器;智能物流;智能穿戴;比亚迪概念;AI手机;AI眼镜;5G;消费电子概念;华为海思概念股;深股通;融资融券,300496
300508.SZ,33,11,工业母机;人形机器人;新型工业化;机器视觉;机器人概念;高端装备;专精特新;工业互联网;物联网;牙科医疗;信创,300508
301098.SZ,33,10,土壤修复;新型城镇化;地下管网;足球概念;体育产业;PPP概念;乡村振兴;特色小镇;旅游概念;融资融券,301098
688122.SH,17,12,商业航天;大飞机;航空发动机;可控核聚变;量子科技;超导概念;军工;储能;西部大开发;国企改革;沪股通;融资融券,688122
920002.BJ,151,4,融资融券;机器人概念;人形机器人;专精特新,920002
300403.SZ,33,19,减速器;人形机器人;汽车热管理;机器人概念;家用电器;机器视觉;新能源汽车;智能家居;传感器;腾讯概念;小米概念;一带一路;垃圾分类;粤港澳大湾区;汽车电子;充电桩;高压快充;深股通;融资融券,300403
002090.SZ,33,23,电力物联网;虚拟电厂;智能电网;换电概念;智慧城市;信创;光伏建筑一体化;智慧政务;安防;储能;人工智能;数字经济;垃圾分类;核电;风电;建筑节能;数据中心(AIDC);碳中和;华为概念;机器人概念;氢能源;5G;股权转让(并购重组),002090
002362.SZ,33,37,AI语料;人脸识别;ChatGPT概念;虚拟数字人;在线教育;多模态AI;智慧政务;华为鲲鹏;电子身份证;信创;数据要素;语音技术;AI应用;AI智能体;鸿蒙概念;云计算;机器视觉;智慧城市;数字经济;安防;人工智能;DeepSeek概念;机器人概念;华为概念;京津冀一体化;智能医疗;IP经济(谷子经济);PM2.5;跨境电商;比亚迪概念;电子纸;医疗器械概念;基因测序;芯片概念;消费电子概念;融资融券;深股通,002362
301277.SZ,33,9,流感;仿制药一致性评价;合成生物;幽门螺杆菌概念;创新药;CRO概念;减肥药;深股通;融资融券,301277
300521.SZ,33,2,3D打印;柔性屏(折叠屏),300521
300953.SZ,33,16,人形机器人;小米汽车;比亚迪概念;小米概念;新能源汽车;机器人概念;宁德时代概念;飞行汽车(eVTOL);低空经济;锂电池概念;储能;2025年报预增;2026一季报预增;一带一路;深股通;融资融券,300953
920876.BJ,151,18,2025年报预增;融资融券;移动支付;芯片概念;物联网;鸿蒙概念;AI PC;数字经济;专精特新;智能家居;机器人概念;智慧政务;人工智能;消费电子概念;在线教育;5G;安防;信创,920876
300573.SZ,33,8,眼科医疗;民营医院;创新药;智能医疗;医药电商;2025年报预增;融资融券;深股通,300573
002410.SZ,33,14,AI应用;数据要素;AI智能体;多模态AI;京津冀一体化;人工智能;智慧城市;雄安新区;数字孪生;装配式建筑;物联网;2025年报预增;深股通;融资融券,002410
688088.SH,17,29,空间计算;AI视频;人脸识别;多模态AI;AIGC概念;虚拟数字人;AI应用;元宇宙;抖音概念(字节概念);机器视觉;人工智能;智慧城市;安防;虚拟现实;长安汽车概念;机器人概念;同花顺新质50;华为概念;MR(混合现实);智能座舱;无人驾驶;小米概念;智能穿戴;消费电子概念;AI眼镜;芯片概念;人形机器人;沪股通;融资融券,688088
002823.SZ,33,11,汽车热管理;特斯拉概念;新能源汽车;比亚迪概念;无人驾驶;人民币贬值受益;机器人概念;燃料电池;锂电池概念;风电;深股通,002823
605177.SH,17,3,仿制药一致性评价;合成生物;阿尔茨海默概念,605177
688613.SH,17,2,医疗器械概念;融资融券,688613
300841.SZ,33,6,动物疫苗;生物疫苗;合成生物;西部大开发;融资融券;深股通,300841
300222.SZ,33,29,高压快充;电力物联网;智能电网;5G;虚拟电厂;宁德时代概念;物联网;充电桩;换电概念;储能;工业互联网;比亚迪概念;特斯拉概念;量子科技;第三代半导体;机器视觉;小米汽车;新型工业化;人工智能;光伏概念;新能源汽车;机器人概念;数字经济;智能物流;军工;绿色电力;长安汽车概念;深股通;融资融券,300222
000623.SZ,33,15,参股券商;医药电商;创新药;维生素;肝炎概念;流感;三胎概念;农业种植;幽门螺杆菌概念;网红经济;乡村振兴;创投;工业互联网;深股通;融资融券,000623
300660.SZ,33,20,减速器;人形机器人;汽车热管理;机器人概念;家用电器;无人驾驶;新能源汽车;比亚迪概念;物联网;华为概念;军工;军民融合;一带一路;宁德时代概念;储能;数据中心(AIDC);液冷服务器;芯片概念;深股通;融资融券,300660
000750.SZ,33,6,期货概念;国企改革;西部大开发;2025年报预增;深股通;融资融券,000750
301157.SZ,33,15,液冷服务器;东数西算(算力);数据中心(AIDC);专精特新;华为概念;高铁;腾讯概念;抖音概念(字节概念);阿里巴巴概念;百度概念;华为盘古;储能;锂电池概念;钠离子电池;融资融券,301157
002583.SZ,33,29,无人机;华为汽车;低空经济;安防;商业航天;卫星导航;新能源汽车;智慧城市;智慧政务;中俄贸易概念;机器人概念;区块链;DeepSeek概念;人工智能;工业互联网;信创;6G概念;粤港澳大湾区;物联网;互联网金融;星闪概念;量子科技;一带一路;5G;汽车电子;芯片概念;俄乌冲突概念;深股通;融资融券,002583
603300.SH,17,27,国资云;算力租赁;Web3.0;NFT概念;区块链;蚂蚁集团概念;数据要素;DeepSeek概念;职业教育;数字货币;数字经济;东数西算(算力);人工智能;雅下水电概念;水利;乡村振兴;自由贸易港;华为概念;数据中心(AIDC);低空经济;新型城镇化;国企改革;海南自贸区;无人机;沪股通;股权转让(并购重组);融资融券,603300
002455.SZ,33,13,磷化工;石墨电极;钠离子电池;动力电池回收;金属回收;锂电池概念;固态电池;储能;宁德时代概念;光刻胶;新能源汽车;深股通;融资融券,002455
688798.SH,17,19,MCU芯片;汽车芯片;AI眼镜;智能穿戴;芯片概念;5G;消费电子概念;小米概念;传感器;物联网;华为概念;卫星导航;比亚迪概念;专精特新;抖音概念(字节概念);机器人概念;人民币贬值受益;融资融券;沪股通,688798
002675.SZ,33,9,仿制药一致性评价;创新药;阿尔茨海默概念;细胞免疫治疗;幽门螺杆菌概念;CRO概念;专精特新;深股通;融资融券,002675
001332.SZ,33,9,光热发电;可控核聚变;光伏概念;核电;海工装备;固态电池;氢能源;天然气;深股通,001332
688609.SH,17,51,WiFi 6;星闪概念;智能音箱;物联网;智慧灯杆;量子科技;传感器;网络安全;5G;虚拟现实;华为昇腾;数字孪生;数据安全;东数西算(算力);人脸识别;华为概念;消费电子概念;信创;安防;数据中心(AIDC);智慧政务;智慧城市;华为盘古;智能家居;鸿蒙概念;元宇宙;机器人概念;人工智能;粤港澳大湾区;移动支付;ChatGPT概念;工业互联网;充电桩;智能电网;低空经济;无人机;无人驾驶;军工;DeepSeek概念;储能;水利;智能医疗;共封装光学(CPO);虚拟电厂;养老概念;锂电池概念;两轮车;碳交易;光纤概念;融资融券;沪股通,688609
300271.SZ,33,27,财税数字化;智慧政务;ChatGPT概念;华为鲲鹏;数据要素;AI应用;DRG/DIP;数据安全;信创;数据确权;AI智能体;在线教育;区块链;智谱AI;互联网金融;蚂蚁集团概念;百度概念;腾讯概念;阿里巴巴概念;抖音概念(字节概念);语音技术;DeepSeek概念;职业教育;人工智能;华为概念;深股通;融资融券,300271
688137.SH,17,7,重组蛋白;CRO概念;细胞免疫治疗;流感;合成生物;专精特新;融资融券,688137
601555.SH,17,5,期货概念;国企改革;创投;沪股通;融资融券,601555
002673.SZ,33,5,期货概念;国企改革;西部大开发;深股通;融资融券,002673
300988.SZ,33,18,新型工业化;充电桩;汽车热管理;专精特新;智能电网;机器人概念;光伏概念;比亚迪概念;小米概念;新能源汽车;数据中心(AIDC);储能;小米汽车;汽车电子;风电;一带一路;锂电池概念;融资融券,300988
603000.SH,17,31,AI语料;知识产权保护;AIGC概念;数据确权;文化传媒概念;AI应用;区块链;智谱AI;数据要素;AI智能体;百度概念;国资云;蚂蚁集团概念;云办公;鸿蒙概念;DeepSeek概念;独角兽概念;数据安全;网络安全;人工智能;京津冀一体化;体育产业;算力租赁;创投;东数西算(算力);华为概念;国企改革;数据中心(AIDC);证金持股;沪股通;融资融券,603000
301052.SZ,33,11,AIGC概念;AI应用;数据要素;文化传媒概念;元宇宙;数字经济;人工智能;IP经济(谷子经济);网红经济;三胎概念;融资融券,301052
688098.SH,17,5,动物疫苗;合成生物;创新药;宠物经济;融资融券,688098
002988.SZ,33,10,汽车热管理;建筑节能;华为汽车;智能物流;新能源汽车;比亚迪概念;储能;商业航天;光伏概念;深股通,002988
920014.BJ,151,5,天然气;融资融券;专精特新;氢能源;大飞机,920014
601881.SH,17,6,证金持股;同花顺中特估100;国企改革;沪股通;融资融券;中字头股票,601881
301379.SZ,33,15,存储芯片;MiniLED;消费电子概念;PCB概念;汽车电子;比亚迪概念;智能家居;无人机;海峡两岸;低空经济;长安汽车概念;人工智能;西部大开发;深股通;融资融券,301379
300258.SZ,33,16,减速器;人形机器人;华为汽车;汽车热管理;长安汽车概念;农机;小米汽车;机器人概念;特斯拉概念;新能源汽车;比亚迪概念;小米概念;燃料电池;氢能源;深股通;融资融券,300258
301130.SZ,33,11,流感;猴痘概念;维生素;肝炎概念;细胞免疫治疗;仿制药一致性评价;三胎概念;阿尔茨海默概念;创新药;养老概念;融资融券,301130
600550.SH,17,18,柔性直流输电;抽水蓄能;智能电网;虚拟电厂;特高压;超超临界发电;核电;可控核聚变;雄安新区;央企国企改革;京津冀一体化;海峡两岸;国企改革;乡村振兴;2025年报预增;股权转让(并购重组);沪股通;融资融券,600550
300265.SZ,33,16,柔性直流输电;特高压;光纤概念;智能电网;成飞概念;风电;海工装备;光伏概念;5G;军工;商业航天;军民融合;大飞机;机器人概念;深股通;融资融券,300265
002703.SZ,33,10,长安汽车概念;小米汽车;无人驾驶;汽车电子;新能源汽车;小米概念;共同富裕示范区;比亚迪概念;深股通;融资融券,002703
688065.SH,17,6,可降解塑料;合成生物;专精特新;同花顺新质50;沪股通;融资融券,688065
300779.SZ,33,5,稀土永磁;固废处理;钒电池;融资融券;深股通,300779
601616.SH,17,6,智能电网;腾讯概念;充电桩;风电;数据中心(AIDC);绿色电力,601616
603055.SH,17,4,一带一路;长三角一体化;沪股通;融资融券,603055
300572.SZ,33,14,PM2.5;军工;比亚迪概念;新能源汽车;充电桩;机器人概念;粤港澳大湾区;换电概念;一体化压铸;创投;人工智能;新疆振兴;深股通;股权转让(并购重组),300572
600986.SH,17,32,快手概念;小红书概念;算力租赁;多模态AI;Web3.0;虚拟数字人;短剧游戏;抖音概念(字节概念);NFT概念;百度概念;AIGC概念;阿里巴巴概念;腾讯概念;AI智能体;元宇宙;电子竞技;AI应用;手机游戏;蚂蚁集团概念;文化传媒概念;东数西算(算力);独角兽概念;数字经济;DeepSeek概念;人工智能;网红经济;华为概念;长安汽车概念;国企改革;小米概念;沪股通;融资融券,600986
000887.SZ,33,28,减速器;人形机器人;汽车热管理;特斯拉概念;毫米波雷达;华为汽车;长安汽车概念;新能源汽车;机器人概念;传感器;无人驾驶;飞行汽车(eVTOL);比亚迪概念;军工;高铁;汽车电子;低空经济;无人机;宁德时代概念;燃料电池;液冷服务器;充电桩;医疗器械概念;数据中心(AIDC);储能;算力租赁;深股通;融资融券,000887
688775.SH,17,11,芯片概念;虚拟现实;人工智能;粤港澳大湾区;消费电子概念;语音技术;无人机;人民币贬值受益;机器人概念;跨境电商;融资融券,688775
301446.SZ,33,4,农机;数据中心(AIDC);风电;融资融券,301446
688315.SH,17,6,基因测序;AI应用;医疗器械概念;量子科技;沪股通;融资融券,688315
