股票代码,所属概念数量,所属概念,market_code,code
920786.BJ,8,西部大开发;玉米;融资融券;农机;农业种植;乳业;乡村振兴;三胎概念,151,920786
688373.SH,2,创新药;融资融券,17,688373
000925.SZ,36,低空经济;卫星导航;车联网(车路协同);商业航天;无人机;时空大数据;智慧城市;数字孪生;空间计算;无人驾驶;数字经济;信创;数据要素;高铁;数字水印;机器人概念;人工智能;工业互联网;华为概念;机器视觉;元宇宙;ChatGPT概念;数据确权;虚拟数字人;东数西算(算力);多模态AI;乡村振兴;数据中心;算力租赁;一带一路;医疗器械概念;回购增持再贷款概念;芯片概念;合成生物;先进封装;深股通,33,000925
603181.SH,5,有机硅概念;染料;工业互联网;沪股通;融资融券,17,603181
600710.SH,21,央企国企改革;土壤修复;可降解塑料;固废处理;污水处理;光伏概念;储能;新能源汽车;人民币贬值受益;数据中心;光伏建筑一体化;国企改革;华为数字能源;机器人概念;工业互联网;乡村振兴;创投;航运概念;阿里巴巴概念;沪股通;融资融券,17,600710
002510.SZ,20,军民融合;大飞机;无人机;飞行汽车(eVTOL);低空经济;军工;长安汽车概念;华为汽车;工业互联网;小米概念;新能源汽车;比亚迪概念;京津冀一体化;创投;特斯拉概念;国企改革;新疆振兴;宁德时代概念;深股通;股权转让(并购重组),33,002510
920368.BJ,8,一带一路;融资融券;硅能源;光伏概念;第三代半导体;TOPCON电池;BC电池;HJT电池,151,920368
688300.SH,6,存储芯片;先进封装;芯片概念;专精特新;沪股通;融资融券,17,688300
688339.SH,7,燃料电池;专精特新;氢能源;京津冀一体化;股权转让(并购重组);沪股通;融资融券,17,688339
002702.SZ,5,福建自贸区;人造肉;预制菜;海峡两岸;网红经济,33,002702
300043.SZ,21,文化传媒概念;手机游戏;网络游戏;NFT概念;电子竞技;IP经济(谷子经济);抖音概念(字节概念);云游戏;AI应用;元宇宙;腾讯概念;鸿蒙概念;人工智能;跨境电商;三胎概念;横琴新区;华为概念;数字货币;粤港澳大湾区;人民币贬值受益;深股通,33,300043
600800.SH,7,环氧丙烷;丙烯酸;天津自贸区;国企改革;氢能源;融资融券;芯片概念,17,600800
300086.SZ,9,海南自贸区;消毒剂;幽门螺杆菌概念;肝炎概念;流感;仿制药一致性评价;三胎概念;医药电商;创新药,33,300086
300339.SZ,47,华为欧拉;财税数字化;华为昇腾;MLOps概念;华为鲲鹏;数字货币;ERP概念;ChatGPT概念;跨境支付(CIPS);多模态AI;AI智能体;智慧政务;鸿蒙概念;虚拟数字人;信创;互联网金融;区块链;国产操作系统;在线教育;阿里巴巴概念;网络安全;元宇宙;DeepSeek概念;人工智能;智慧城市;智能医疗;东数西算(算力);星闪概念;虚拟现实;物联网;华为概念;创投;华为海思概念股;华为数字能源;无人驾驶;机器人概念;小米概念;智能家居;智能座舱;人形机器人;华为汽车;电力物联网;芯片概念;AI应用;智能电网;深股通;融资融券,33,300339
002866.SZ,11,小米概念;消费电子概念;固态电池;专精特新;储能;人民币贬值受益;富士康概念;华为概念;钠离子电池;PCB概念;深股通,33,002866
601106.SH,19,中字头股票;商业航天;国产航母;军民融合;军工;核电;高端装备;金属镍;工业母机;风电;央企国企改革;一带一路;小金属概念;特斯拉概念;黑龙江自贸区;国企改革;同花顺中特估100;沪股通;融资融券,17,601106
603558.SH,4,足球概念;冰雪产业;体育产业;人民币贬值受益,17,603558
603726.SH,5,先进封装;家用电器;机器人概念;空气能热泵;创投,17,603726
300905.SZ,7,光刻胶;染料;专精特新;足球概念;3D打印;深股通;融资融券,33,300905
920837.BJ,7,燃料电池;氢能源;西部大开发;融资融券;国企改革;农机;专精特新,151,920837
601020.SH,11,金属铅;金属锌;金属铜;黄金概念;小金属概念;2025年报预增;西部大开发;一带一路;人民币贬值受益;沪股通;融资融券,17,601020
603496.SH,32,华为昇腾;云计算;华为鲲鹏;信创;数据安全;网络安全;算力租赁;鸿蒙概念;国产操作系统;东数西算(算力);DeepSeek概念;智能医疗;人工智能;数字孪生;智慧城市;华为概念;AI应用;物联网;数据中心;军民融合;工业互联网;军工;5G;创投;新型工业化;机器人概念;智能电网;液冷服务器;专精特新;光伏概念;融资融券;沪股通,17,603496
301397.SZ,18,液冷服务器;汽车热管理;比亚迪概念;宁德时代概念;新能源汽车;华为汽车;飞行汽车(eVTOL);长安汽车概念;燃料电池;数据中心;储能;换电概念;充电桩;低空经济;氢能源;西部大开发;深股通;融资融券,33,301397
688100.SH,15,电力物联网;智能电网;虚拟电厂;充电桩;华为数字能源;专精特新;芯片概念;物联网;华为概念;智慧城市;人工智能;阿里巴巴概念;腾讯概念;沪股通;融资融券,17,688100
688112.SH,9,芯片概念;苹果概念;专精特新;英伟达概念;华为概念;粤港澳大湾区;人民币贬值受益;沪股通;融资融券,17,688112
002636.SZ,6,PCB概念;2025年报预增;消毒剂;医疗器械概念;深股通;融资融券,33,002636
300980.SZ,16,柔性屏(折叠屏);人形机器人;消费电子概念;小米概念;新能源汽车;机器人概念;长安汽车概念;专精特新;华为概念;2025年报预增;足球概念;建筑节能;锂电池概念;有机硅概念;一带一路;融资融券,33,300980
600160.SH,15,PVDF概念;氟化工概念;消毒剂;煤化工概念;中芯国际概念;锂电池概念;液冷服务器;2025年报预增;风电;绿色电力;碳交易;国企改革;融资融券;数据中心;沪股通,17,600160
688013.SH,5,2025年报预增;医疗器械概念;专精特新;智能医疗;融资融券,17,688013
002111.SZ,16,成飞概念;大飞机;低空经济;无人机;高端装备;军工;换电概念;机器人概念;海工装备;无人驾驶;智慧城市;医疗器械概念;回购增持再贷款概念;智能医疗;2025年报预增;深股通,33,002111
300407.SZ,14,智能电网;充电桩;智慧城市;高铁;职业教育;垃圾分类;雄安新区;机器人概念;京津冀一体化;信创;专精特新;一带一路;无人驾驶;人民币贬值受益,33,300407
920249.BJ,41,抖音概念(字节概念);汽车芯片;无人驾驶;电力物联网;智能物流;鸿蒙概念;阿里巴巴概念;车联网(车路协同);融资融券;芯片概念;百度概念;物联网;消费电子概念;汽车电子;汽车热管理;机器人概念;智能穿戴;智能座舱;智能家居;智慧灯杆;星闪概念;数字经济;工业互联网;安防;存储芯片;华为海思概念股;华为概念;医疗器械概念;光伏概念;先进封装;充电桩;传感器;人脸识别;人形机器人;人工智能;两轮车;一带一路;WiFi 6;DeepSeek概念;AI智能体;5G,151,920249
605100.SH,6,数据中心;高端装备;传感器;汽车电子;农机;固态电池,17,605100
603929.SH,9,中芯国际概念;OLED;芯片概念;富士康概念;柔性屏(折叠屏);华为概念;海峡两岸;长三角一体化;沪股通,17,603929
600983.SH,6,垃圾分类;一带一路;人民币贬值受益;家用电器;2025年报预增;沪股通,17,600983
000892.SZ,10,短剧游戏;AIGC概念;虚拟数字人;文化传媒概念;AI智能体;IP经济(谷子经济);人工智能;AI应用;西部大开发;深股通,33,000892
300074.SZ,17,智慧城市;安防;DRG/DIP;智慧政务;华为概念;智能医疗;在线教育;DeepSeek概念;家庭医生;创投;AI智能体;云办公;低空经济;无人机;充电桩;储能;AI应用,33,300074
688283.SH,10,卫星导航;商业航天;军工信息化;军民融合;军工;5G;车联网(车路协同);专精特新;西部大开发;融资融券,17,688283
300515.SZ,7,机器人概念;专精特新;电力物联网;物联网;工业互联网;碳中和;固废处理,33,300515
920475.BJ,6,机器人概念;融资融券;智能物流;无人驾驶;专精特新;AIGC概念,151,920475
603085.SH,9,飞行汽车(eVTOL);新能源汽车;比亚迪概念;碳纤维;低空经济;大飞机;商业航天;三胎概念;融资融券,17,603085
300052.SZ,23,数字孪生;虚拟现实;算力租赁;网络安全;华为概念;ST板块;腾讯概念;东数西算(算力);云游戏;云计算;区块链;阿里巴巴概念;数字经济;电子竞技;粤港澳大湾区;数据中心;元宇宙;手机游戏;网络游戏;互联网金融;虚拟数字人;NFT概念;旅游概念,33,300052
920943.BJ,11,风电;西部大开发;融资融券;航空发动机;海工装备;核电;无人机;商业航天;低空经济;人民币贬值受益;中俄贸易概念,151,920943
300661.SZ,12,汽车芯片;汽车电子;消费电子概念;芯片概念;无线耳机;传感器;OLED;专精特新;锂电池概念;人工智能;融资融券;深股通,33,300661
603282.SH,2,污水处理;锂电池概念,17,603282
688151.SH,12,兵装重组概念;国产航母;军民融合;军工;核污染防治;央企国企改革;专精特新;机器人概念;国企改革;医疗器械概念;沪股通;融资融券,17,688151
601138.SH,29,同花顺果指数;共封装光学(CPO);富士康概念;苹果概念;英伟达概念;液冷服务器;芯片概念;5G;海峡两岸;新能源汽车;2025年报预增;虚拟现实;数据中心;同花顺新质50;机器人概念;物联网;东数西算(算力);医疗器械概念;工业互联网;算力租赁;同花顺出海50;创投;阿里巴巴概念;人工智能;智慧城市;云计算;同花顺漂亮100;沪股通;融资融券,17,601138
002119.SZ,8,存储芯片;先进封装;芯片概念;专精特新;核电;自由贸易港;深股通;融资融券,33,002119
000683.SZ,6,煤化工概念;化肥;碳中和;西部大开发;深股通;融资融券,33,000683
603598.SH,22,快手概念;短剧游戏;小红书概念;AI应用;AIGC概念;文化传媒概念;多模态AI;抖音概念(字节概念);虚拟数字人;拼多多概念;腾讯概念;AI智能体;阿里巴巴概念;百度概念;元宇宙;数据要素;鸿蒙概念;人工智能;DeepSeek概念;网红经济;华为概念;京津冀一体化,17,603598
002858.SZ,16,IP经济(谷子经济);体育产业;NFT概念;AIGC概念;职业教育;在线教育;多模态AI;Web3.0;百度概念;人工智能;数字经济;虚拟现实;低空经济;无人驾驶;回购增持再贷款概念;AI应用,33,002858
000581.SZ,14,国企改革;燃料电池;新能源汽车;氢能源;毫米波雷达;参股券商;机器人概念;芯片概念;汽车热管理;汽车电子;汽车芯片;人形机器人;深股通;融资融券,33,000581
603232.SH,32,华为鲲鹏;电子身份证;数据安全;数字货币;信创;智慧政务;网络安全;云办公;量子科技;Web3.0;云计算;AI智能体;鸿蒙概念;军工信息化;移动支付;区块链;阿里巴巴概念;车联网(车路协同);百度概念;智慧城市;DeepSeek概念;人工智能;华为概念;低空经济;MCU芯片;军工;无人机;汽车芯片;芯片概念;专精特新;一带一路;新疆振兴,17,603232
301321.SZ,9,MicroLED概念;MiniLED;OLED;华为概念;汽车电子;消费电子概念;虚拟现实;回购增持再贷款概念;融资融券,33,301321
300722.SZ,14,军民融合;大飞机;商业航天;军工;无人机;低空经济;海工装备;智慧城市;民爆概念;人工智能;数字经济;国企改革;深股通;融资融券,33,300722
600716.SH,4,国企改革;参股券商;养老概念;融资融券,17,600716
300453.SZ,2,医疗器械概念;工业互联网,33,300453
300128.SZ,28,富士康概念;液冷服务器;苹果概念;宁德时代概念;消费电子概念;英伟达概念;MR(混合现实);汽车电子;锂电池概念;小米概念;BC电池;光伏概念;人形机器人;新能源汽车;储能;小米汽车;新型工业化;汽车热管理;华为概念;机器人概念;石墨烯;虚拟现实;海峡两岸;人工智能;长三角一体化;国企改革;深股通;融资融券,33,300128
600284.SH,11,建筑节能;新型城镇化;上海自贸区;水利;创投;国企改革;车联网(车路协同);证金持股;自由贸易港;沪股通;融资融券,17,600284
301518.SZ,6,碳中和;污水处理;2025年报预增;专精特新;新能源汽车;融资融券,33,301518
920593.BJ,7,融资融券;医疗器械概念;机器人概念;减速器;人形机器人;专精特新;3D打印,151,920593
301379.SZ,15,PCB概念;存储芯片;MiniLED;消费电子概念;汽车电子;比亚迪概念;智能家居;长安汽车概念;海峡两岸;无人机;低空经济;人工智能;西部大开发;深股通;融资融券,33,301379
301522.SZ,14,商业航天;航空发动机;军民融合;军工;可控核聚变;核电;高端装备;特钢概念;芯片概念;专精特新;京津冀一体化;金属回收;深股通;融资融券,33,301522
002155.SZ,10,金属锌;黄金概念;金属铅;小金属概念;2025年报预增;国企改革;乡村振兴;深股通;股权转让(并购重组);融资融券,33,002155
600372.SH,17,国产航母;大飞机;军民融合;军工信息化;商业航天;卫星导航;军工;无人机;低空经济;飞行汽车(eVTOL);央企国企改革;传感器;芯片概念;国企改革;沪股通;融资融券;中字头股票,17,600372
300250.SZ,25,云办公;Web3.0;华为鲲鹏;数据安全;信创;网络安全;AI智能体;智慧政务;鸿蒙概念;数字乡村;东数西算(算力);WiFi 6;人工智能;数字经济;虚拟现实;物联网;6G概念;卫星导航;华为概念;工业互联网;5G;AI应用;智能家居;F5G概念;共同富裕示范区,33,300250
301231.SZ,14,文化传媒概念;ChatGPT概念;在线教育;AI智能体;IP经济(谷子经济);阿里巴巴概念;DeepSeek概念;人工智能;跨境电商;AI应用;三胎概念;西部大开发;回购增持再贷款概念;融资融券,33,301231
300016.SZ,14,脑机接口;基因测序;智能医疗;阿尔茨海默概念;创新药;AI应用;仿制药一致性评价;医药电商;人工智能;2025年报预增;独角兽概念;京津冀一体化;创投;专精特新,33,300016
603590.SH,8,创新药;猴痘概念;2025年报预增;创投;专精特新;军民融合;知识产权保护;沪股通,17,603590
688403.SH,8,存储芯片;先进封装;OLED;芯片概念;专精特新;人民币贬值受益;沪股通;融资融券,17,688403
920039.BJ,9,融资融券;碳交易;碳中和;新型城镇化;数据要素;国企改革;区块链;军工;人工智能,151,920039
605016.SH,6,代糖概念;参股银行;人民币贬值受益;专精特新;海峡两岸;沪股通,17,605016
300048.SZ,11,可控核聚变;核电;虚拟电厂;光伏概念;储能;充电桩;2025年报预增;光伏建筑一体化;DeepSeek概念;深股通;融资融券,33,300048
300549.SZ,9,减速器;长安汽车概念;家用电器;机器人概念;比亚迪概念;特斯拉概念;新能源汽车;海峡两岸;医疗器械概念,33,300549
300126.SZ,1,人民币贬值受益,33,300126
300234.SZ,5,碳中和;碳交易;燃料电池;氢能源;专精特新,33,300234
301289.SZ,15,特高压;核电;风电;超导概念;海工装备;储能;成飞概念;军民融合;光纤概念;6G概念;职业教育;国企改革;上海国企改革;钒电池;融资融券,33,301289
002658.SZ,19,核电;PM2.5;航空发动机;商业航天;专精特新;氢能源;固废处理;碳中和;芯片概念;雄安新区;中芯国际概念;碳交易;京津冀一体化;物联网;数字经济;DeepSeek概念;数据要素;AI智能体;深股通,33,002658
000632.SZ,9,福建自贸区;海峡两岸;特色小镇;露营经济;物业管理;旅游概念;跨境电商;创投;国企改革,33,000632
000021.SZ,23,存储芯片;先进封装;第三代半导体;芯片概念;共封装光学(CPO);汽车电子;超级电容;新能源汽车;无人机;机器人概念;物联网;人民币贬值受益;智能电网;储能;智能物流;医疗器械概念;虚拟电厂;央企国企改革;区块链;数字经济;国企改革;深股通;融资融券,33,000021
688610.SH,11,芯片概念;MiniLED;光伏概念;AI眼镜;PCB概念;机器人概念;机器视觉;2025年报预增;锂电池概念;基因测序;融资融券,17,688610
603657.SH,4,家用电器;小米概念;机器人概念;专精特新,17,603657
688809.SH,9,科创次新股;存储芯片;芯片概念;注册制次新股;华为概念;2025年报预增;长三角一体化;新股与次新股;融资融券,17,688809
603319.SH,20,减速器;人形机器人;汽车热管理;PEEK材料;特斯拉概念;汽车电子;长安汽车概念;新能源汽车;比亚迪概念;机器人概念;飞行汽车(eVTOL);智能物流;无人驾驶;低空经济;一带一路;腾讯概念;蚂蚁集团概念;期货概念;沪股通;融资融券,17,603319
688119.SH,8,军工;核电;核污染防治;工业互联网;央企国企改革;国企改革;中字头股票;融资融券,17,688119
300619.SZ,11,小金属概念;硅能源;钠离子电池;固态电池;锂电池概念;有机硅概念;光伏概念;新能源汽车;高端装备;粤港澳大湾区;深股通,33,300619
301095.SZ,12,共封装光学(CPO);存储芯片;光刻机;第三代半导体;芯片概念;专精特新;信创;人工智能;AI智能体;DeepSeek概念;深股通;融资融券,33,301095
300875.SZ,12,军民融合;核污染防治;军工;无人机;核电;高端装备;低空经济;专精特新;机器人概念;京津冀一体化;食品安全;融资融券,33,300875
300930.SZ,11,3D打印;专精特新;柔性屏(折叠屏);锂电池概念;宁德时代概念;风电;海工装备;金属回收;共同富裕示范区;抽水蓄能;融资融券,33,300930
301200.SZ,7,PCB概念;先进封装;2025年报预增;工业母机;高端装备;深股通;融资融券,33,301200
002779.SZ,7,机器人概念;华为概念;2025年报预增;人民币贬值受益;乡村振兴;融资融券;深股通,33,002779
600543.SH,6,乡村振兴;农业种植;旅游概念;国企改革;可降解塑料;西部大开发,17,600543
001258.SZ,11,绿色电力;光热发电;风电;碳中和;充电桩;新疆振兴;储能;国企改革;西部大开发;2025年报预增;深股通,33,001258
300829.SZ,8,农业种植;土地流转;可降解塑料;玉米;参股银行;乡村振兴;回购增持再贷款概念;2025年报预增,33,300829
003027.SZ,5,碳中和;储能;钠离子电池;2025三季报预增;2025年报预增,33,003027
605168.SH,21,Web3.0;算力租赁;多模态AI;ChatGPT概念;腾讯概念;东数西算(算力);AIGC概念;数据要素;AI智能体;抖音概念(字节概念);人工智能;小红书概念;低空经济;文化传媒概念;AI应用;体育产业;无人机;参股券商;西部大开发;融资融券;沪股通,17,605168
002054.SZ,8,专精特新;2025年报预增;创投;有机硅概念;参股银行;合成生物;参股券商;融资融券,33,002054
001373.SZ,10,海峡两岸;华为概念;独角兽概念;智能穿戴;消费电子概念;人民币贬值受益;新能源汽车;MiniLED;OLED;融资融券,33,001373
300733.SZ,15,成飞概念;航空发动机;大飞机;军民融合;军工;无人机;机器人概念;长安汽车概念;新能源汽车;比亚迪概念;小米概念;氢能源;2025年报预增;西部大开发;深股通,33,300733
300988.SZ,17,智能电网;充电桩;新型工业化;比亚迪概念;储能;光伏概念;锂电池概念;新能源汽车;小米汽车;小米概念;专精特新;风电;汽车热管理;汽车电子;数据中心;一带一路;融资融券,33,300988
603712.SH,16,军工信息化;军民融合;卫星导航;商业航天;大飞机;军工;6G概念;无人机;京津冀一体化;DeepSeek概念;高铁;一带一路;国企改革;回购增持再贷款概念;融资融券;沪股通,17,603712
300821.SZ,5,硅能源;有机硅概念;燃料电池;融资融券;深股通,33,300821
000016.SZ,27,星闪概念;无线耳机;存储芯片;网约车;智能穿戴;智能家居;芯片概念;鸿蒙概念;消费电子概念;MiniLED;家用电器;MicroLED概念;人工智能;腾讯概念;工业互联网;5G;DeepSeek概念;创投;PCB概念;海峡两岸;PPP概念;污水处理;国企改革;央企国企改革;深股通;股权转让(并购重组);融资融券,33,000016
002057.SZ,28,稀土永磁;小金属概念;雅下水电概念;石墨烯;锂电池概念;央企国企改革;核电;氢能源;一带一路;海工装备;燃料电池;国企改革;固态电池;军工;新能源汽车;比亚迪概念;中俄贸易概念;新疆振兴;专精特新;化债概念(AMC概念);机器人概念;无人机;人形机器人;消费电子概念;房屋检测;中字头股票;融资融券;深股通,33,002057
002328.SZ,9,新能源汽车;储能;特斯拉概念;长三角一体化;液冷服务器;数据中心;创投;一带一路;融资融券,33,002328
603379.SH,8,PVDF概念;2025三季报预增;氟化工概念;锂电池概念;芯片概念;2025年报预增;沪股通;融资融券,17,603379
002862.SZ,20,网络游戏;手机游戏;智能音箱;NFT概念;AIGC概念;ChatGPT概念;百度概念;人工智能;DeepSeek概念;IP经济(谷子经济);跨境电商;HJT电池;人民币贬值受益;光伏概念;充电桩;TOPCON电池;三胎概念;宠物经济;光伏建筑一体化;绿色电力,33,002862
000628.SZ,17,智慧政务;汽车芯片;数字孪生;数据要素;物联网;智慧城市;芯片概念;2025年报预增;虚拟电厂;新能源汽车;创投;新型城镇化;西部大开发;PPP概念;国企改革;融资融券;深股通,33,000628
688400.SH,33,共封装光学(CPO);光纤概念;富士康概念;MR(混合现实);华为手机;苹果概念;芯片概念;消费电子概念;人形机器人;数据中心;小米概念;机器视觉;新型工业化;无人机;华为概念;虚拟现实;机器人概念;专精特新;宁德时代概念;光伏概念;智谱AI;人工智能;元宇宙;Web3.0;空间计算;AIGC概念;Sora概念(文生视频);锂电池概念;2025年报预增;数字经济;虚拟数字人;沪股通;融资融券,17,688400
002520.SZ,18,工业母机;减速器;成飞概念;航空发动机;大飞机;新型工业化;人形机器人;高端装备;机器人概念;军民融合;新能源汽车;风电;数字经济;人民币贬值受益;共同富裕示范区;一带一路;深股通;融资融券,33,002520
920779.BJ,6,宁德时代概念;锂电池概念;融资融券;消费电子概念;比亚迪概念;固态电池,151,920779
301136.SZ,30,卫星导航;商业航天;福建自贸区;时空大数据;海峡两岸;无人机;低空经济;智慧政务;数字乡村;智慧城市;房屋检测;车联网(车路协同);数据要素;数字经济;人工智能;数字孪生;水利;物联网;海工装备;地下管网;土壤修复;虚拟现实;新型城镇化;乡村振兴;数据中心;污水处理;国企改革;碳中和;AI应用;融资融券,33,301136
605287.SH,11,Sora概念(文生视频);AI应用;短剧游戏;AIGC概念;虚拟现实;文化传媒概念;光伏建筑一体化;装配式建筑;回购增持再贷款概念;新型城镇化;乡村振兴,17,605287
301032.SZ,4,农机;乡村振兴;一带一路;融资融券,33,301032
688350.SH,5,专精特新;污水处理;氢能源;盐湖提锂;融资融券,17,688350
000158.SZ,39,华为鲲鹏;华为盘古;区块链;智慧政务;鸿蒙概念;ERP概念;互联网金融;算力租赁;国资云;数字经济;云计算;华为昇腾;信创;智慧城市;网络安全;数据确权;数据安全;DeepSeek概念;百度概念;腾讯概念;智谱AI;阿里巴巴概念;人工智能;东数西算(算力);车联网(车路协同);京津冀一体化;抖音概念(字节概念);工业互联网;华为概念;数据中心;国企改革;充电桩;参股银行;绿色电力;冷链物流;物业管理;AI应用;深股通;融资融券,33,000158
688228.SH,31,Sora概念(文生视频);华为昇腾;语音技术;AI语料;多模态AI;财税数字化;数据安全;东数西算(算力);ChatGPT概念;信创;虚拟现实;云计算;卫星导航;专精特新;华为鲲鹏;AIGC概念;华为概念;AI智能体;智慧政务;元宇宙;虚拟数字人;数据要素;人工智能;AI应用;知识产权保护;DeepSeek概念;文化传媒概念;虚拟电厂;沪股通;股权转让(并购重组);融资融券,17,688228
688388.SH,13,共封装光学(CPO);PCB概念;PET铜箔;宁德时代概念;固态电池;新能源汽车;锂电池概念;飞行汽车(eVTOL);储能;低空经济;光伏概念;沪股通;融资融券,17,688388
301000.SZ,9,人形机器人;汽车热管理;机器人概念;新能源汽车;家用电器;燃料电池;储能;深股通;融资融券,33,301000
002731.SZ,5,黄金概念;锂电池概念;三胎概念;IP经济(谷子经济);ST板块,33,002731
920026.BJ,14,融资融券;苹果概念;芯片概念;特斯拉概念;消费电子概念;比亚迪概念;机器视觉;机器人概念;富士康概念;新能源汽车;光伏概念;专精特新;MR(混合现实);AI眼镜,151,920026
300808.SZ,4,露营经济;一带一路;国企改革;股权转让(并购重组),33,300808
301183.SZ,14,共封装光学(CPO);F5G概念;华为手机;6G概念;消费电子概念;汽车电子;2025年报预增;专精特新;小米概念;无人驾驶;华为概念;虚拟现实;深股通;融资融券,33,301183
688633.SH,4,专精特新;高端装备;一带一路;融资融券,17,688633
920821.BJ,11,融资融券;虚拟现实;消费电子概念;汽车电子;新能源汽车;共封装光学(CPO);传感器;人民币贬值受益;专精特新;PCB概念;AI眼镜,151,920821
002625.SZ,21,军民融合;军工;商业航天;无人机;低空经济;碳纤维;东数西算(算力);华为概念;无人驾驶;车联网(车路协同);机器人概念;人工智能;智能穿戴;人形机器人;PEEK材料;粤港澳大湾区;雄安新区;深股通;AI应用;股权转让(并购重组);融资融券,33,002625
301313.SZ,29,智谱AI;ChatGPT概念;AIGC概念;虚拟数字人;华为鲲鹏;智慧政务;空间计算;百度概念;数据要素;元宇宙;智慧城市;人工智能;数字孪生;数字经济;车联网(车路协同);虚拟现实;军工信息化;智能医疗;物联网;低空经济;数据中心;IP经济(谷子经济);机器人概念;旅游概念;水利;AI应用;地下管网;污水处理;融资融券,33,301313
301171.SZ,33,快手概念;小红书概念;Sora概念(文生视频);智谱AI;拼多多概念;多模态AI;ChatGPT概念;华为盘古;AIGC概念;短剧游戏;虚拟数字人;AI智能体;抖音概念(字节概念);云计算;阿里巴巴概念;AI应用;数据要素;百度概念;腾讯概念;移动支付;文化传媒概念;人工智能;DeepSeek概念;跨境支付(CIPS);独角兽概念;华为概念;小米概念;跨境电商;创投;人民币贬值受益;西部大开发;深股通;融资融券,33,301171
301372.SZ,6,新型城镇化;地下管网;净水概念;污水处理;水利;融资融券,33,301372
688786.SH,8,3D打印;特钢概念;柔性屏(折叠屏);消费电子概念;军工;专精特新;动力电池回收;融资融券,17,688786
300935.SZ,18,AI应用;信创;数据要素;房屋检测;空间计算;职业教育;人工智能;AI智能体;DeepSeek概念;数字孪生;建筑节能;装配式建筑;新型城镇化;数据中心;光伏概念;一带一路;风电;融资融券,33,300935
603727.SH,8,天然气;俄乌冲突概念;中俄贸易概念;一带一路;海工装备;京津冀一体化;锂电池概念;融资融券,17,603727
002243.SZ,17,脑机接口;建筑节能;智慧城市;创投;东数西算(算力);数字经济;深圳国企改革;毫米波雷达;锂电池概念;芯片概念;数据中心;物业管理;国企改革;可降解塑料;冷链物流;深股通;融资融券,33,002243
002685.SZ,13,新型工业化;高端装备;传感器;军工;专精特新;芯片概念;一带一路;DeepSeek概念;信创;航运概念;深股通;股权转让(并购重组);融资融券,33,002685
603048.SH,6,长安汽车概念;比亚迪概念;共同富裕示范区;新能源汽车;专精特新;数字孪生,17,603048
300907.SZ,6,新型工业化;家用电器;机器人概念;新能源汽车;人民币贬值受益;融资融券,33,300907
002266.SZ,25,可控核聚变;金属回收;小金属概念;金属镍;核电;金属铜;金属钴;雅下水电概念;金属锌;黄金概念;金属铅;抽水蓄能;一带一路;高端装备;固废处理;汽车拆解概念;碳中和;绿色电力;水利;动力电池回收;创投;共同富裕示范区;文化传媒概念;深股通;融资融券,33,002266
920174.BJ,7,雅下水电概念;股权转让(并购重组);融资融券;水利;中俄贸易概念;专精特新;一带一路,151,920174
300475.SZ,12,存储芯片;芯片概念;2025年报预增;数据中心;阿里巴巴概念;抖音概念(字节概念);腾讯概念;人民币贬值受益;粤港澳大湾区;家用电器;深股通;融资融券,33,300475
300045.SZ,29,军工信息化;卫星导航;商业航天;军民融合;6G概念;时空大数据;大飞机;军工;成飞概念;无人机;低空经济;网络安全;车联网(车路协同);毫米波雷达;智慧城市;人工智能;数字孪生;飞行汽车(eVTOL);独角兽概念;虚拟现实;无人驾驶;工业互联网;京津冀一体化;芯片概念;创投;消费电子概念;农机;深股通;融资融券,33,300045
002218.SZ,17,钙钛矿电池;HJT电池;硅能源;POE胶膜;光伏建筑一体化;光伏概念;商业航天;华为概念;卫星导航;粤港澳大湾区;储能;绿色电力;充电桩;芯片概念;新能源汽车;深股通;融资融券,33,002218
920522.BJ,8,锂电池概念;钠离子电池;融资融券;碳纤维;比亚迪概念;宁德时代概念;固态电池;专精特新,151,920522
301515.SZ,7,脑机接口;智能医疗;医疗器械概念;专精特新;西部大开发;回购增持再贷款概念;融资融券,33,301515
300511.SZ,7,NMN概念;人造肉;农业种植;乡村振兴;一带一路;细胞免疫治疗;股权转让(并购重组),33,300511
600776.SH,13,AI智能体;信创;网络安全;卫星导航;商业航天;数字经济;华为概念;5G;2025年报预增;央企国企改革;国企改革;融资融券;沪股通,17,600776
688132.SH,13,DeepSeek概念;AI智能体;信创;网络安全;军工信息化;云计算;虚拟数字人;军工;军民融合;专精特新;数据中心;AI应用;融资融券,17,688132
603322.SH,24,算力租赁;东数西算(算力);Sora概念(文生视频);多模态AI;AIGC概念;快手概念;物联网;数据要素;智慧城市;人工智能;DeepSeek概念;智慧灯杆;华为概念;移动支付;低空经济;数据中心;5G;粤港澳大湾区;智能物流;芯片概念;充电桩;AI应用;一带一路;沪股通,17,603322
300471.SZ,13,天然气;页岩气;氢能源;中俄贸易概念;燃料电池;成飞概念;一带一路;西部大开发;创投;专精特新;军工;物联网;融资融券,33,300471
301026.SZ,4,黄金概念;小金属概念;金属回收;融资融券,33,301026
300594.SZ,19,液冷服务器;芯片概念;数据中心;飞行汽车(eVTOL);低空经济;专精特新;汽车热管理;比亚迪概念;高铁;光伏概念;新能源汽车;空气能热泵;烟草;换电概念;储能;农机;充电桩;风电;回购增持再贷款概念,33,300594
