股票代码,market_code,code,所属同花顺行业
601026.SH,17,601026,基础化工-塑料制品-合成树脂
920471.BJ,151,920471,基础化工-化学制品-其他化学制品
601975.SH,17,601975,交通运输-港口航运-航运
000923.SZ,33,000923,钢铁-钢铁-冶钢原料
301157.SZ,33,301157,电力设备-其他电源设备-其他电源设备Ⅲ
688668.SH,17,688668,通信-通信设备-通信网络设备及器件
301049.SZ,33,301049,环保-环境治理-固废治理
688317.SH,17,688317,医药生物-医疗器械-体外诊断
301189.SZ,33,301189,电子-消费电子-品牌消费电子
301381.SZ,33,301381,商贸零售-互联网电商-互联网电商Ⅲ
300067.SZ,33,300067,基础化工-化学制品-纺织化学用品
001222.SZ,33,001222,轻工制造-家居用品-文娱用品
302132.SZ,33,302132,国防军工-军工装备-航空装备
603048.SH,17,603048,汽车-汽车零部件-车身附件及饰件
300417.SZ,33,300417,机械设备-通用设备-仪器仪表
301509.SZ,33,301509,医药生物-医疗服务-医疗研发外包
301053.SZ,33,301053,机械设备-专用设备-纺织服装设备
002357.SZ,33,002357,交通运输-公路铁路运输-公交
920445.BJ,151,920445,轻工制造-家居用品-其他家居用品
300459.SZ,33,300459,传媒-游戏-游戏Ⅲ
300305.SZ,33,300305,基础化工-塑料制品-膜材料
002470.SZ,33,002470,基础化工-农化制品-复合肥
002328.SZ,33,002328,汽车-汽车零部件-其他汽车零部件
920262.BJ,151,920262,纺织服饰-服装家纺-家纺
000025.SZ,33,000025,综合-综合-综合Ⅲ
002628.SZ,33,002628,建筑装饰-建筑装饰-基础建设
300329.SZ,33,300329,轻工制造-家居用品-文娱用品
300784.SZ,33,300784,电子-消费电子-消费电子零部件及组装
688610.SH,17,688610,机械设备-通用设备-仪器仪表
300467.SZ,33,300467,传媒-游戏-游戏Ⅲ
301586.SZ,33,301586,国防军工-军工装备-航空装备
002387.SZ,33,002387,电子-光学光电子-面板
601061.SH,17,601061,商贸零售-贸易-贸易Ⅲ
920177.BJ,151,920177,机械设备-专用设备-其他专用设备
603344.SH,17,603344,电力设备-电机-电机Ⅲ
600148.SH,17,600148,汽车-汽车零部件-底盘与发动机系统
300691.SZ,33,300691,计算机-计算机设备-安防设备
002891.SZ,33,002891,农林牧渔-农产品加工-宠物食品
688383.SH,17,688383,机械设备-专用设备-其他专用设备
603779.SH,17,603779,食品饮料-饮料制造-其他酒类
002863.SZ,33,002863,汽车-汽车零部件-轮胎轮毂
300517.SZ,33,300517,建筑装饰-建筑装饰-专业工程
300054.SZ,33,300054,电子-电子化学品-电子化学品Ⅲ
001258.SZ,33,001258,公用事业-电力-新能源发电
300358.SZ,33,300358,医药生物-医疗器械-医疗设备
603955.SH,17,603955,建筑装饰-建筑装饰-装饰园林
000921.SZ,33,000921,家用电器-白色家电-空调
301391.SZ,33,301391,计算机-计算机设备-其他计算机设备
001256.SZ,33,001256,机械设备-专用设备-印刷包装机械
000631.SZ,33,000631,公用事业-电力-火电
300232.SZ,33,300232,电子-光学光电子-LED
002099.SZ,33,002099,医药生物-化学制药-原料药
002763.SZ,33,002763,纺织服饰-服装家纺-服装
300424.SZ,33,300424,国防军工-军工装备-航空装备
920950.BJ,151,920950,机械设备-通用设备-其他通用设备
600505.SH,17,600505,公用事业-电力-电能综合服务
688096.SH,17,688096,环保-环境治理-水务及水治理
603809.SH,17,603809,汽车-汽车零部件-底盘与发动机系统
002080.SZ,33,002080,建筑材料-建筑材料-玻璃玻纤
920168.BJ,151,920168,汽车-汽车零部件-车身附件及饰件
002806.SZ,33,002806,汽车-汽车零部件-底盘与发动机系统
688313.SH,17,688313,通信-通信设备-通信网络设备及器件
600550.SH,17,600550,电力设备-电网设备-输变电设备
002513.SZ,33,002513,电力设备-光伏设备-光伏电池组件
600501.SH,17,600501,机械设备-专用设备-其他专用设备
601226.SH,17,601226,建筑装饰-建筑装饰-专业工程
600299.SH,17,600299,基础化工-化学制品-食品及饲料添加剂
002184.SZ,33,002184,机械设备-自动化设备-工控设备
300673.SZ,33,300673,农林牧渔-农产品加工-宠物食品
600821.SH,17,600821,公用事业-电力-新能源发电
002605.SZ,33,002605,传媒-游戏-游戏Ⅲ
300072.SZ,33,300072,基础化工-化学制品-其他化学制品
600346.SH,17,600346,石油石化-石油加工贸易-石油加工
688538.SH,17,688538,电子-光学光电子-面板
605111.SH,17,605111,电子-半导体-分立器件
603332.SH,17,603332,基础化工-化学纤维-涤纶
300457.SZ,33,300457,电力设备-电池-锂电专用设备
603650.SH,17,603650,基础化工-橡胶制品-其他橡胶制品
300940.SZ,33,300940,电子-光学光电子-LED
605378.SH,17,605378,电力设备-电池-其他电池
603150.SH,17,603150,家用电器-白色家电-家电零部件
301227.SZ,33,301227,轻工制造-家居用品-定制家居
600071.SH,17,600071,电子-光学光电子-光学元件
001255.SZ,33,001255,基础化工-塑料制品-合成树脂
601113.SH,17,601113,基础化工-化学纤维-其他纤维
600021.SH,17,600021,公用事业-电力-火电
601798.SH,17,601798,机械设备-专用设备-能源及重型设备
300165.SZ,33,300165,机械设备-通用设备-仪器仪表
688312.SH,17,688312,机械设备-自动化设备-其他自动化设备
300509.SZ,33,300509,机械设备-专用设备-印刷包装机械
688428.SH,17,688428,医药生物-生物制品-其他生物制品
688391.SH,17,688391,电子-半导体-模拟芯片设计
000901.SZ,33,000901,汽车-汽车零部件-汽车电子电气系统
002771.SZ,33,002771,计算机-IT服务-IT服务Ⅲ
002692.SZ,33,002692,电力设备-电网设备-线缆部件及其他
300774.SZ,33,300774,环保-环境治理-水务及水治理
002836.SZ,33,002836,轻工制造-包装印刷-包装
920970.BJ,151,920970,基础化工-化学制品-食品及饲料添加剂
603075.SH,17,603075,家用电器-白色家电-家电零部件
603028.SH,17,603028,机械设备-通用设备-金属制品
600233.SH,17,600233,交通运输-物流-物流Ⅲ
300965.SZ,33,300965,国防军工-军工装备-航空装备
600109.SH,17,600109,非银金融-证券-证券Ⅲ
300911.SZ,33,300911,家用电器-厨卫电器-厨卫电器Ⅲ
688217.SH,17,688217,医药生物-医疗器械-体外诊断
002822.SZ,33,002822,房地产-房地产-房地产服务
000600.SZ,33,000600,公用事业-电力-火电
688349.SH,17,688349,电力设备-风电设备-风电整机
300811.SZ,33,300811,有色金属-金属新材料-磁性材料
603124.SH,17,603124,有色金属-金属新材料-其他金属新材料
001257.SZ,33,001257,有色金属-小金属-钼
300547.SZ,33,300547,汽车-汽车零部件-底盘与发动机系统
600362.SH,17,600362,有色金属-工业金属-铜
300447.SZ,33,300447,国防军工-军工电子-军工电子Ⅲ
603716.SH,17,603716,医药生物-医药商业-医药流通
001298.SZ,33,001298,电子-其他电子-其他电子Ⅲ
301668.SZ,33,301668,电力设备-电网设备-输变电设备
002281.SZ,33,002281,通信-通信设备-通信网络设备及器件
601368.SH,17,601368,环保-环境治理-水务及水治理
002300.SZ,33,002300,电力设备-电网设备-线缆部件及其他
688013.SH,17,688013,医药生物-医疗器械-医疗耗材
002001.SZ,33,002001,医药生物-化学制药-原料药
603721.SH,17,603721,传媒-影视院线-影视院线Ⅲ
603355.SH,17,603355,家用电器-小家电-小家电Ⅲ
688560.SH,17,688560,电力设备-光伏设备-光伏辅材
300873.SZ,33,300873,交通运输-物流-物流Ⅲ
605180.SH,17,605180,纺织服饰-纺织制造-其他纺织
603130.SH,17,603130,纺织服饰-纺织制造-其他纺织
300092.SZ,33,300092,机械设备-专用设备-能源及重型设备
603109.SH,17,603109,汽车-汽车零部件-其他汽车零部件
300062.SZ,33,300062,电力设备-电网设备-输变电设备
300815.SZ,33,300815,环保-环境治理-固废治理
002121.SZ,33,002121,电力设备-电网设备-电气自控设备
003020.SZ,33,003020,医药生物-化学制药-化学制剂
920682.BJ,151,920682,电力设备-电网设备-线缆部件及其他
000539.SZ,33,000539,公用事业-电力-火电
600847.SH,17,600847,电力设备-电池-其他电池
300252.SZ,33,300252,国防军工-军工电子-军工电子Ⅲ
688122.SH,17,688122,国防军工-军工装备-航空装备
601700.SH,17,601700,电力设备-电网设备-线缆部件及其他
605389.SH,17,605389,机械设备-工程机械-工程机械Ⅲ
603059.SH,17,603059,美容护理-美容护理-个护用品
688790.SH,17,688790,电子-半导体-模拟芯片设计
300840.SZ,33,300840,纺织服饰-服装家纺-服装
002097.SZ,33,002097,机械设备-工程机械-工程机械Ⅲ
688192.SH,17,688192,医药生物-化学制药-化学制剂
300707.SZ,33,300707,汽车-汽车零部件-其他汽车零部件
688212.SH,17,688212,医药生物-医疗器械-医疗设备
002632.SZ,33,002632,基础化工-塑料制品-膜材料
920931.BJ,151,920931,机械设备-专用设备-能源及重型设备
600135.SH,17,600135,基础化工-塑料制品-膜材料
301295.SZ,33,301295,电力设备-电网设备-输变电设备
301100.SZ,33,301100,基础化工-化学制品-其他化学制品
603077.SH,17,603077,基础化工-农化制品-磷肥及磷化工
301270.SZ,33,301270,计算机-软件开发-横向通用软件
300751.SZ,33,300751,电力设备-光伏设备-光伏加工设备
301458.SZ,33,301458,电子-元件-被动元件
301327.SZ,33,301327,电力设备-电池-锂电池
300292.SZ,33,300292,通信-通信服务-通信应用增值服务
002271.SZ,33,002271,建筑材料-建筑材料-其他建材
688766.SH,17,688766,电子-半导体-数字芯片设计
000777.SZ,33,000777,机械设备-通用设备-金属制品
603308.SH,17,603308,机械设备-通用设备-金属制品
600032.SH,17,600032,公用事业-电力-新能源发电
300582.SZ,33,300582,电子-光学光电子-LED
688622.SH,22,688622,机械设备-通用设备-仪器仪表
688001.SH,17,688001,机械设备-专用设备-其他专用设备
002887.SZ,33,002887,环保-环境治理-综合环境治理
300610.SZ,33,300610,基础化工-化学制品-其他化学制品
300354.SZ,33,300354,机械设备-通用设备-仪器仪表
600683.SH,17,600683,房地产-房地产-住宅开发
603855.SH,17,603855,机械设备-专用设备-其他专用设备
000635.SZ,33,000635,基础化工-化学原料-氯碱
688543.SH,17,688543,国防军工-军工装备-地面兵装
301131.SZ,33,301131,基础化工-塑料制品-改性塑料
301336.SZ,33,301336,轻工制造-家居用品-成品家居
605056.SH,17,605056,机械设备-通用设备-仪器仪表
002402.SZ,33,002402,家用电器-白色家电-家电零部件
300792.SZ,33,300792,商贸零售-互联网电商-互联网电商Ⅲ
002299.SZ,33,002299,农林牧渔-养殖业-肉鸡养殖
601179.SH,17,601179,电力设备-电网设备-输变电设备
300703.SZ,33,300703,轻工制造-家居用品-文娱用品
600460.SH,17,600460,电子-半导体-模拟芯片设计
300086.SZ,33,300086,医药生物-化学制药-化学制剂
600360.SH,17,600360,电子-半导体-分立器件
301631.SZ,33,301631,汽车-汽车零部件-汽车电子电气系统
300440.SZ,33,300440,计算机-IT服务-IT服务Ⅲ
301577.SZ,33,301577,通信-通信设备-通信网络设备及器件
920263.BJ,151,920263,环保-环境治理-大气治理
601156.SH,17,601156,交通运输-物流-物流Ⅲ
002395.SZ,33,002395,基础化工-塑料制品-合成树脂
001330.SZ,33,001330,传媒-影视院线-影视院线Ⅲ
300876.SZ,33,300876,基础化工-化学纤维-其他纤维
920204.BJ,151,920204,轻工制造-包装印刷-包装
301192.SZ,33,301192,汽车-汽车零部件-底盘与发动机系统
002471.SZ,33,002471,电力设备-电网设备-线缆部件及其他
688311.SH,17,688311,国防军工-军工电子-军工电子Ⅲ
920392.BJ,151,920392,轻工制造-包装印刷-包装
300169.SZ,33,300169,基础化工-化学制品-其他化学制品
600619.SH,17,600619,家用电器-白色家电-家电零部件
688299.SH,17,688299,电子-光学光电子-面板
688408.SH,17,688408,电力设备-光伏设备-光伏辅材
000793.SZ,33,000793,传媒-文化传媒-出版
002672.SZ,33,002672,环保-环境治理-固废治理
688510.SH,17,688510,国防军工-军工装备-航空装备
300942.SZ,33,300942,医药生物-医疗器械-体外诊断
002683.SZ,33,002683,基础化工-化学制品-民爆用品
920592.BJ,151,920592,计算机-软件开发-垂直应用软件
002210.SZ,33,002210,环保-环境治理-固废治理
300569.SZ,33,300569,电力设备-风电设备-风电零部件
603829.SH,17,603829,电力设备-电网设备-输变电设备
002821.SZ,33,002821,医药生物-医疗服务-医疗研发外包
600876.SH,17,600876,电力设备-光伏设备-光伏辅材
688648.SH,17,688648,机械设备-通用设备-其他通用设备
301459.SZ,33,301459,汽车-汽车零部件-底盘与发动机系统
000899.SZ,33,000899,公用事业-电力-火电
300735.SZ,33,300735,电子-消费电子-消费电子零部件及组装
300035.SZ,33,300035,电力设备-电池-电池化学品
605299.SH,17,605299,轻工制造-家居用品-文娱用品
600415.SH,17,600415,商贸零售-零售-商业物业经营
301449.SZ,33,301449,社会服务-其他社会服务-专业服务
300577.SZ,33,300577,纺织服饰-服装家纺-鞋帽及其他
002379.SZ,33,002379,有色金属-工业金属-铝
300327.SZ,33,300327,电子-半导体-数字芯片设计
000020.SZ,33,000020,电子-光学光电子-面板
002630.SZ,33,002630,电力设备-其他电源设备-其他电源设备Ⅲ
688765.SH,17,688765,医药生物-生物制品-血液制品
600810.SH,17,600810,基础化工-化学纤维-其他纤维
688696.SH,17,688696,家用电器-黑色家电-其他黑色家电
300723.SZ,33,300723,医药生物-化学制药-化学制剂
002026.SZ,33,002026,机械设备-通用设备-金属制品
301077.SZ,33,301077,基础化工-化学制品-其他化学制品
002442.SZ,33,002442,基础化工-橡胶制品-炭黑
002248.SZ,33,002248,机械设备-通用设备-机床工具
300838.SZ,33,300838,机械设备-通用设备-金属制品
688571.SH,17,688571,基础化工-化学制品-涂料油墨
688552.SH,17,688552,国防军工-军工电子-军工电子Ⅲ
600212.SH,17,600212,电力设备-其他电源设备-其他电源设备Ⅲ
002952.SZ,33,002952,电子-光学光电子-面板
600577.SH,17,600577,电力设备-电网设备-线缆部件及其他
603095.SH,17,603095,机械设备-专用设备-纺织服装设备
002916.SZ,33,002916,电子-元件-印制电路板
688566.SH,17,688566,医药生物-化学制药-化学制剂
301135.SZ,33,301135,家用电器-白色家电-家电零部件
603284.SH,17,603284,轻工制造-造纸-造纸Ⅲ
002491.SZ,33,002491,通信-通信设备-通信线缆及配套
920200.BJ,151,920200,电力设备-风电设备-风电零部件
000537.SZ,33,000537,公用事业-电力-新能源发电
300274.SZ,33,300274,电力设备-光伏设备-逆变器
300814.SZ,33,300814,电子-元件-印制电路板
600241.SH,17,600241,电力设备-电池-锂电池
688008.SH,17,688008,电子-半导体-数字芯片设计
920556.BJ,151,920556,电力设备-电网设备-电气自控设备
600660.SH,17,600660,汽车-汽车零部件-车身附件及饰件
301086.SZ,33,301086,电子-消费电子-消费电子零部件及组装
002569.SZ,33,002569,纺织服饰-服装家纺-服装
001325.SZ,33,001325,基础化工-橡胶制品-其他橡胶制品
920871.BJ,151,920871,基础化工-塑料制品-其他塑料制品
300893.SZ,33,300893,汽车-汽车零部件-车身附件及饰件
301017.SZ,33,301017,医药生物-医药商业-药店
688036.SH,17,688036,电子-消费电子-品牌消费电子
300190.SZ,33,300190,环保-环境治理-综合环境治理
301560.SZ,33,301560,汽车-汽车零部件-底盘与发动机系统
603209.SH,17,603209,交通运输-港口航运-航运
002879.SZ,33,002879,电力设备-电网设备-线缆部件及其他
603685.SH,17,603685,电子-光学光电子-LED
920957.BJ,151,920957,基础化工-化学制品-其他化学制品
300697.SZ,33,300697,有色金属-工业金属-铜
300141.SZ,33,300141,电力设备-电网设备-输变电设备
002829.SZ,33,002829,国防军工-军工装备-航天装备
300948.SZ,33,300948,环保-环境治理-综合环境治理
300757.SZ,33,300757,机械设备-自动化设备-其他自动化设备
601606.SH,17,601606,国防军工-军工装备-地面兵装
301360.SZ,33,301360,机械设备-自动化设备-其他自动化设备
002832.SZ,33,002832,纺织服饰-服装家纺-服装
600875.SH,17,600875,电力设备-其他电源设备-其他电源设备Ⅲ
920101.BJ,151,920101,机械设备-工程机械-工程机械Ⅲ
301022.SZ,33,301022,汽车-汽车零部件-其他汽车零部件
600262.SH,17,600262,机械设备-专用设备-能源及重型设备
600276.SH,17,600276,医药生物-化学制药-化学制剂
600433.SH,17,600433,轻工制造-造纸-造纸Ⅲ
600578.SH,17,600578,公用事业-电力-火电
920378.BJ,151,920378,汽车-汽车零部件-底盘与发动机系统
300828.SZ,33,300828,机械设备-通用设备-金属制品
920685.BJ,151,920685,机械设备-通用设备-仪器仪表
002996.SZ,33,002996,有色金属-工业金属-铝
002492.SZ,33,002492,交通运输-物流-物流Ⅲ
300889.SZ,33,300889,电子-光学光电子-LED
601865.SH,17,601865,电力设备-光伏设备-光伏辅材
300913.SZ,33,300913,通信-通信设备-通信线缆及配套
603259.SH,17,603259,医药生物-医疗服务-医疗研发外包
301036.SZ,33,301036,基础化工-化学制品-涂料油墨
002112.SZ,33,002112,电力设备-电网设备-输变电设备
605089.SH,17,605089,食品饮料-食品加工制造-预加工食品
300904.SZ,33,300904,电力设备-风电设备-风电零部件
688084.SH,17,688084,国防军工-军工电子-军工电子Ⅲ
301110.SZ,33,301110,商贸零售-互联网电商-互联网电商Ⅲ
300552.SZ,33,300552,计算机-计算机设备-其他计算机设备
300725.SZ,33,300725,医药生物-医疗服务-医疗研发外包
000951.SZ,33,000951,汽车-汽车整车-商用载货车
600399.SH,17,600399,钢铁-钢铁-特钢
600166.SH,17,600166,汽车-汽车整车-商用载货车
600510.SH,17,600510,房地产-房地产-住宅开发
600468.SH,17,600468,电力设备-电网设备-输变电设备
000417.SZ,33,000417,商贸零售-零售-百货零售
600312.SH,17,600312,电力设备-电网设备-输变电设备
603768.SH,17,603768,汽车-汽车零部件-其他汽车零部件
688638.SH,17,688638,电力设备-电池-锂电专用设备
300423.SZ,33,300423,电力设备-电网设备-输变电设备
300825.SZ,33,300825,汽车-汽车服务及其他-汽车服务
920656.BJ,151,920656,医药生物-化学制药-原料药
300787.SZ,33,300787,电子-消费电子-消费电子零部件及组装
603382.SH,17,603382,基础化工-化学纤维-其他纤维
688235.SH,17,688235,医药生物-化学制药-化学制剂
688314.SH,17,688314,医药生物-医疗器械-医疗耗材
600888.SH,17,600888,有色金属-工业金属-铝
300871.SZ,33,300871,农林牧渔-养殖业-动物保健
002929.SZ,33,002929,通信-通信服务-通信工程及服务
920735.BJ,151,920735,医药生物-化学制药-化学制剂
603916.SH,17,603916,基础化工-化学制品-其他化学制品
300456.SZ,33,300456,电子-半导体-集成电路制造
300749.SZ,33,300749,轻工制造-家居用品-定制家居
000065.SZ,33,000065,建筑装饰-建筑装饰-专业工程
001312.SZ,33,001312,纺织服饰-纺织制造-其他纺织
603266.SH,17,603266,汽车-汽车零部件-车身附件及饰件
002567.SZ,33,002567,农林牧渔-农产品加工-畜禽饲料
301156.SZ,33,301156,基础化工-化学制品-食品及饲料添加剂
688503.SH,17,688503,电力设备-光伏设备-光伏辅材
300492.SZ,33,300492,社会服务-教育-教育Ⅲ
301290.SZ,33,301290,医药生物-医疗器械-医疗耗材
002928.SZ,33,002928,交通运输-机场航运-航空运输
603917.SH,17,603917,汽车-汽车零部件-其他汽车零部件
002752.SZ,33,002752,轻工制造-包装印刷-包装
688548.SH,17,688548,电子-电子化学品-电子化学品Ⅲ
688238.SH,17,688238,医药生物-医疗服务-医疗研发外包
600644.SH,17,600644,公用事业-电力-电能综合服务
301097.SZ,33,301097,医药生物-医疗器械-医疗耗材
301278.SZ,33,301278,电力设备-光伏设备-光伏电池组件
300040.SZ,33,300040,公用事业-电力-电能综合服务
300959.SZ,33,300959,通信-通信服务-通信应用增值服务
603530.SH,17,603530,电力设备-电网设备-线缆部件及其他
300641.SZ,33,300641,基础化工-化学制品-其他化学制品
603218.SH,17,603218,电力设备-风电设备-风电零部件
600381.SH,22,600381,食品饮料-食品加工制造-其他食品
920184.BJ,151,920184,计算机-IT服务-IT服务Ⅲ
300464.SZ,33,300464,商贸零售-互联网电商-互联网电商Ⅲ
001210.SZ,33,001210,公用事业-电力-热力
002662.SZ,33,002662,汽车-汽车零部件-车身附件及饰件
601020.SH,17,601020,有色金属-工业金属-铅锌
002014.SZ,33,002014,轻工制造-包装印刷-包装
300927.SZ,33,300927,基础化工-化学原料-其他化学原料
000426.SZ,33,000426,有色金属-贵金属-贵金属Ⅲ
300860.SZ,33,300860,社会服务-其他社会服务-专业服务
002890.SZ,33,002890,机械设备-专用设备-农用机械
002532.SZ,33,002532,有色金属-工业金属-铝
002625.SZ,33,002625,国防军工-军工装备-航空装备
301456.SZ,33,301456,电力设备-风电设备-风电零部件
603125.SH,17,603125,基础化工-化学制品-其他化学制品
300011.SZ,33,300011,机械设备-轨交设备-轨交设备Ⅲ
002969.SZ,33,002969,轻工制造-包装印刷-包装
600513.SH,17,600513,医药生物-化学制药-化学制剂
603177.SH,17,603177,环保-环境治理-大气治理
920028.BJ,151,920028,基础化工-塑料制品-其他塑料制品
688410.SH,17,688410,医药生物-医疗器械-医疗设备
601519.SH,17,601519,计算机-软件开发-垂直应用软件
300866.SZ,33,300866,电子-消费电子-品牌消费电子
601778.SH,17,601778,公用事业-电力-新能源发电
920033.BJ,151,920033,基础化工-化学制品-其他化学制品
688380.SH,17,688380,电子-半导体-数字芯片设计
301331.SZ,33,301331,医药生物-中药-中药Ⅲ
000410.SZ,33,000410,机械设备-通用设备-机床工具
002465.SZ,33,002465,国防军工-军工电子-军工电子Ⅲ
603322.SH,17,603322,计算机-IT服务-IT服务Ⅲ
920496.BJ,151,920496,电力设备-电网设备-输变电设备
300648.SZ,33,300648,电力设备-电池-锂电专用设备
920089.BJ,151,920089,基础化工-塑料制品-改性塑料
300217.SZ,33,300217,家用电器-白色家电-家电零部件
002827.SZ,33,002827,基础化工-化学制品-民爆用品
300254.SZ,33,300254,医药生物-化学制药-化学制剂
688455.SH,17,688455,机械设备-通用设备-其他通用设备
600686.SH,17,600686,汽车-汽车整车-商用载客车
301163.SZ,33,301163,电力设备-风电设备-风电零部件
300506.SZ,33,300506,建筑装饰-建筑装饰-装饰园林
000049.SZ,33,000049,电力设备-电池-锂电池
600182.SH,17,600182,汽车-汽车零部件-轮胎轮毂
601698.SH,17,601698,国防军工-军工装备-航天装备
603066.SH,17,603066,交通运输-物流-物流Ⅲ
300307.SZ,33,300307,机械设备-专用设备-纺织服装设备
688331.SH,17,688331,医药生物-生物制品-其他生物制品
603988.SH,17,603988,电力设备-电机-电机Ⅲ
603758.SH,17,603758,汽车-汽车零部件-底盘与发动机系统
920274.BJ,151,920274,轻工制造-包装印刷-包装
000981.SZ,33,000981,汽车-汽车零部件-底盘与发动机系统
605158.SH,17,605158,有色金属-金属新材料-其他金属新材料
300932.SZ,33,300932,电力设备-电网设备-输变电设备
600268.SH,17,600268,电力设备-电网设备-电气自控设备
688392.SH,17,688392,电力设备-电池-锂电专用设备
300776.SZ,33,300776,电力设备-光伏设备-光伏加工设备
920694.BJ,151,920694,基础化工-橡胶制品-其他橡胶制品
920087.BJ,151,920087,农林牧渔-种植业与林业-种子生产
688070.SH,17,688070,国防军工-军工装备-航空装备
300095.SZ,33,300095,机械设备-专用设备-能源及重型设备
603767.SH,17,603767,汽车-汽车零部件-底盘与发动机系统
301248.SZ,33,301248,计算机-IT服务-IT服务Ⅲ
300022.SZ,33,300022,商贸零售-零售-专业连锁
301666.SZ,33,301666,电子-半导体-数字芯片设计
001259.SZ,33,001259,家用电器-小家电-小家电Ⅲ
688396.SH,17,688396,电子-半导体-集成电路制造
002408.SZ,33,002408,石油石化-石油加工贸易-石油加工
301575.SZ,33,301575,轻工制造-家居用品-其他家居用品
002397.SZ,33,002397,纺织服饰-服装家纺-家纺
601016.SH,17,601016,公用事业-电力-新能源发电
002698.SZ,33,002698,机械设备-自动化设备-机器人
688106.SH,17,688106,电子-电子化学品-电子化学品Ⅲ
603633.SH,17,603633,汽车-汽车零部件-汽车电子电气系统
601218.SH,17,601218,电力设备-风电设备-风电零部件
688010.SH,17,688010,电子-光学光电子-光学元件
688249.SH,17,688249,电子-半导体-集成电路制造
002639.SZ,33,002639,机械设备-通用设备-制冷空调设备
603733.SH,17,603733,轻工制造-造纸-造纸Ⅲ
002091.SZ,33,002091,商贸零售-贸易-贸易Ⅲ
002303.SZ,33,002303,轻工制造-包装印刷-包装
001225.SZ,33,001225,机械设备-专用设备-能源及重型设备
301396.SZ,33,301396,计算机-IT服务-IT服务Ⅲ
002458.SZ,33,002458,农林牧渔-养殖业-肉鸡养殖
002613.SZ,33,002613,机械设备-专用设备-其他专用设备
688033.SH,22,688033,电力设备-光伏设备-光伏辅材
920675.BJ,151,920675,基础化工-非金属材料-非金属材料Ⅲ
002047.SZ,33,002047,建筑装饰-建筑装饰-装饰园林
000878.SZ,33,000878,有色金属-工业金属-铜
601908.SH,17,601908,公用事业-电力-新能源发电
603966.SH,17,603966,机械设备-专用设备-能源及重型设备
601677.SH,17,601677,有色金属-工业金属-铝
003028.SZ,33,003028,家用电器-白色家电-家电零部件
002703.SZ,33,002703,汽车-汽车零部件-底盘与发动机系统
603375.SH,17,603375,电子-半导体-模拟芯片设计
300899.SZ,33,300899,环保-环境治理-水务及水治理
000056.SZ,33,000056,商贸零售-零售-商业物业经营
603037.SH,17,603037,汽车-汽车零部件-底盘与发动机系统
600089.SH,17,600089,综合-综合-综合Ⅲ
002570.SZ,33,002570,食品饮料-饮料制造-乳品
605162.SH,17,605162,公用事业-电力-热力
300837.SZ,33,300837,机械设备-专用设备-能源及重型设备
688456.SH,17,688456,有色金属-金属新材料-其他金属新材料
605122.SH,17,605122,建筑材料-建筑材料-水泥
920056.BJ,151,920056,基础化工-塑料制品-其他塑料制品
300279.SZ,33,300279,家用电器-白色家电-家电零部件
688061.SH,17,688061,电子-半导体-模拟芯片设计
301548.SZ,33,301548,机械设备-通用设备-金属制品
002036.SZ,33,002036,电子-光学光电子-光学元件
603630.SH,17,603630,美容护理-美容护理-化妆品
002778.SZ,33,002778,环保-环境治理-水务及水治理
002272.SZ,33,002272,机械设备-通用设备-其他通用设备
688098.SH,17,688098,农林牧渔-养殖业-动物保健
603607.SH,17,603607,轻工制造-包装印刷-包装
300071.SZ,33,300071,传媒-文化传媒-广告营销
600815.SH,17,600815,机械设备-工程机械-工程机械Ⅲ
300195.SZ,33,300195,机械设备-专用设备-印刷包装机械
600744.SH,17,600744,公用事业-电力-火电
920826.BJ,151,920826,食品饮料-食品加工制造-预加工食品
300777.SZ,33,300777,国防军工-军工装备-航空装备
301170.SZ,33,301170,汽车-汽车零部件-底盘与发动机系统
000703.SZ,33,000703,基础化工-化学纤维-涤纶
688598.SH,17,688598,基础化工-非金属材料-非金属材料Ⅲ
688065.SH,17,688065,基础化工-化学制品-其他化学制品
000612.SZ,33,000612,有色金属-工业金属-铝
688711.SH,17,688711,电子-半导体-分立器件
002276.SZ,33,002276,电力设备-电网设备-线缆部件及其他
300289.SZ,33,300289,医药生物-医疗器械-体外诊断
688069.SH,17,688069,环保-环境治理-水务及水治理
688180.SH,17,688180,医药生物-生物制品-其他生物制品
300587.SZ,33,300587,基础化工-橡胶制品-其他橡胶制品
603986.SH,17,603986,电子-半导体-数字芯片设计
600906.SH,17,600906,非银金融-证券-证券Ⅲ
301112.SZ,33,301112,机械设备-自动化设备-机器人
920985.BJ,151,920985,电力设备-光伏设备-光伏电池组件
300991.SZ,33,300991,电子-其他电子-其他电子Ⅲ
301323.SZ,33,301323,有色金属-金属新材料-磁性材料
603725.SH,17,603725,轻工制造-家居用品-瓷砖地板
600228.SH,17,600228,传媒-文化传媒-数字媒体
688129.SH,17,688129,基础化工-化学制品-涂料油墨
300234.SZ,33,300234,建筑材料-建筑材料-其他建材
603363.SH,17,603363,农林牧渔-农产品加工-畜禽饲料
920720.BJ,151,920720,汽车-汽车零部件-其他汽车零部件
300775.SZ,33,300775,国防军工-军工装备-航空装备
300681.SZ,33,300681,汽车-汽车零部件-汽车电子电气系统
300986.SZ,33,300986,建筑材料-建筑材料-其他建材
600714.SH,17,600714,基础化工-化学原料-无机盐
920060.BJ,151,920060,电子-元件-印制电路板
